run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	study_alias	experiment_alias	run_alias	fastq_ftp	sra_ftp	sample_alias	bam_ftp	bam_bytes
SRR19064949	SAMN28061710	SRX15136045	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC113	DC113_S320_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/049/SRR19064949/SRR19064949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/049/SRR19064949/SRR19064949_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/049/SRR19064949	DC113		
SRR19064952	SAMN28061711	SRX15136046	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC114	DC114_S321_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/052/SRR19064952/SRR19064952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/052/SRR19064952/SRR19064952_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/052/SRR19064952	DC114		
SRR19064953	SAMN28061707	SRX15136042	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC110	DC110_S317_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/053/SRR19064953/SRR19064953_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/053/SRR19064953/SRR19064953_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/053/SRR19064953	DC110		
SRR19064954	SAMN28061706	SRX15136041	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC109	DC109_S316_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/054/SRR19064954/SRR19064954_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/054/SRR19064954/SRR19064954_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/054/SRR19064954	DC109		
SRR19064955	SAMN28061705	SRX15136040	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC108	DC108_S315_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/055/SRR19064955/SRR19064955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/055/SRR19064955/SRR19064955_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/055/SRR19064955	DC108		
SRR19064957	SAMN28062244	SRX15136037	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP507	DP507_UAB832_S16_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/057/SRR19064957/SRR19064957_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/057/SRR19064957/SRR19064957_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/057/SRR19064957	DP507		
SRR19064961	SAMN28062241	SRX15136033	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP503	DP503_UAB832_S13_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/061/SRR19064961/SRR19064961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/061/SRR19064961/SRR19064961_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/061/SRR19064961	DP503		
SRR19064962	SAMN28062240	SRX15136032	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP502	DP502_UAB832_S12_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/062/SRR19064962/SRR19064962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/062/SRR19064962/SRR19064962_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/062/SRR19064962	DP502		
SRR19064967	SAMN28062238	SRX15136030	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP500	DP500_UAB832_S10_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/067/SRR19064967/SRR19064967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/067/SRR19064967/SRR19064967_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/067/SRR19064967	DP500		
SRR19064968	SAMN28062234	SRX15136026	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP495	DP495_UAB832_S6_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/068/SRR19064968/SRR19064968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/068/SRR19064968/SRR19064968_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/068/SRR19064968	DP495		
SRR19064969	SAMN28061685	SRX15136025	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC082	DC082_S290_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/069/SRR19064969/SRR19064969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/069/SRR19064969/SRR19064969_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/069/SRR19064969	DC082		
SRR19064974	SAMN28062336	SRX15136306	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP632	DP632_UAB832_S51_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/074/SRR19064974/SRR19064974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/074/SRR19064974/SRR19064974_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/074/SRR19064974	DP632		
SRR19064976	SAMN28062335	SRX15136305	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP631	DP631_UAB832_S50_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/076/SRR19064976/SRR19064976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/076/SRR19064976/SRR19064976_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/076/SRR19064976	DP631		
SRR19064984	SAMN28062328	SRX15136297	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP622	DP622_UAB832_S43_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/084/SRR19064984/SRR19064984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/084/SRR19064984/SRR19064984_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/084/SRR19064984	DP622		
SRR19064987	SAMN28062324	SRX15136293	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP618	DP618_UAB832_S39_L004_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/087/SRR19064987/SRR19064987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/087/SRR19064987/SRR19064987_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/087/SRR19064987	DP618		
SRR19064998	SAMN28062280	SRX15136284	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP558	DP558_UAB832_S69_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/098/SRR19064998/SRR19064998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/098/SRR19064998/SRR19064998_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/098/SRR19064998	DP558		
SRR19064999	SAMN28062279	SRX15136283	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP556	DP556_UAB832_S68_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/099/SRR19064999/SRR19064999_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/099/SRR19064999/SRR19064999_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/099/SRR19064999	DP556		
SRR19065000	SAMN28062278	SRX15136282	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP554	DP554_UAB832_S67_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/000/SRR19065000/SRR19065000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/000/SRR19065000/SRR19065000_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/000/SRR19065000	DP554		
SRR19065004	SAMN28062274	SRX15136278	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP548	DP548_UAB832_S63_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/004/SRR19065004/SRR19065004_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/004/SRR19065004/SRR19065004_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/004/SRR19065004	DP548		
SRR19065005	SAMN28061689	SRX15136277	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC090	DC090_S298_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/005/SRR19065005/SRR19065005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/005/SRR19065005/SRR19065005_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/005/SRR19065005	DC090		
SRR19065006	SAMN28062273	SRX15136276	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP547	DP547_UAB832_S62_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/006/SRR19065006/SRR19065006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/006/SRR19065006/SRR19065006_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/006/SRR19065006	DP547		
SRR19065010	SAMN28062269	SRX15136272	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP542	DP542_UAB832_S47_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/010/SRR19065010/SRR19065010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/010/SRR19065010/SRR19065010_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/010/SRR19065010	DP542		
SRR19065019	SAMN28062206	SRX15136263	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP455	DP455_UAB832_S58_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/019/SRR19065019/SRR19065019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/019/SRR19065019/SRR19065019_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/019/SRR19065019	DP455		
SRR19065020	SAMN28062205	SRX15136262	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP454	DP454_UAB832_S57_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/020/SRR19065020/SRR19065020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/020/SRR19065020/SRR19065020_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/020/SRR19065020	DP454		
SRR19065021	SAMN28062204	SRX15136261	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP453	DP453_UAB832_S56_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/021/SRR19065021/SRR19065021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/021/SRR19065021/SRR19065021_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/021/SRR19065021	DP453		
SRR19065022	SAMN28061682	SRX15136260	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC078	DC078_S286_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/022/SRR19065022/SRR19065022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/022/SRR19065022/SRR19065022_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/022/SRR19065022	DC078		
SRR19065023	SAMN28062203	SRX15136259	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP452	DP452_UAB832_S55_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/023/SRR19065023/SRR19065023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/023/SRR19065023/SRR19065023_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/023/SRR19065023	DP452		
SRR19065024	SAMN28062202	SRX15136258	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP451	DP451_UAB832_S54_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/024/SRR19065024/SRR19065024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/024/SRR19065024/SRR19065024_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/024/SRR19065024	DP451		
SRR19065027	SAMN28062199	SRX15136255	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP448	DP448_UAB832_S51_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/027/SRR19065027/SRR19065027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/027/SRR19065027/SRR19065027_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/027/SRR19065027	DP448		
SRR19065029	SAMN28062197	SRX15136253	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP446	DP446_UAB832_S49_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/029/SRR19065029/SRR19065029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/029/SRR19065029/SRR19065029_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/029/SRR19065029	DP446		
SRR19065031	SAMN28062195	SRX15136251	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP444	DP444_UAB832_S37_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/031/SRR19065031/SRR19065031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/031/SRR19065031/SRR19065031_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/031/SRR19065031	DP444		
SRR19065035	SAMN28062192	SRX15136247	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP440	DP440_UAB832_S34_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/035/SRR19065035/SRR19065035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/035/SRR19065035/SRR19065035_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/035/SRR19065035	DP440		
SRR19065038	SAMN28061675	SRX15136244	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC070	DC070_S278_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/038/SRR19065038/SRR19065038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/038/SRR19065038/SRR19065038_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/038/SRR19065038	DC070		
SRR19064316	SAMN28062099	SRX15135997	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP317	DP317_UAB832_S4_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/016/SRR19064316/SRR19064316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/016/SRR19064316/SRR19064316_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/016/SRR19064316	DP317		
SRR19064317	SAMN28062217	SRX15135798	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP472	DP472_UAB832_S69_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/017/SRR19064317/SRR19064317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/017/SRR19064317/SRR19064317_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/017/SRR19064317	DP472		
SRR19064320	SAMN28062218	SRX15135799	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP473	DP473_UAB832_S70_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/020/SRR19064320/SRR19064320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/020/SRR19064320/SRR19064320_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/020/SRR19064320	DP473		
SRR19064322	SAMN28061683	SRX15135794	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC079	DC079_S287_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/022/SRR19064322/SRR19064322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/022/SRR19064322/SRR19064322_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/022/SRR19064322	DC079		
SRR19064326	SAMN28062210	SRX15135790	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP460	DP460_UAB832_S62_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/026/SRR19064326/SRR19064326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/026/SRR19064326/SRR19064326_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/026/SRR19064326	DP460		
SRR19064328	SAMN28062153	SRX15135788	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP389	DP389_UAB832_S78_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/028/SRR19064328/SRR19064328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/028/SRR19064328/SRR19064328_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/028/SRR19064328	DP389		
SRR19064329	SAMN28062152	SRX15135787	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP385	DP385_UAB832_S77_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/029/SRR19064329/SRR19064329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/029/SRR19064329/SRR19064329_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/029/SRR19064329	DP385		
SRR19064330	SAMN28062151	SRX15135786	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP384	DP384_UAB832_S76_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/030/SRR19064330/SRR19064330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/030/SRR19064330/SRR19064330_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/030/SRR19064330	DP384		
SRR19064331	SAMN28062150	SRX15135785	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP383	DP383_UAB832_S75_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/031/SRR19064331/SRR19064331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/031/SRR19064331/SRR19064331_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/031/SRR19064331	DP383		
SRR19064332	SAMN28062149	SRX15135784	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP382	DP382_UAB832_S74_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/032/SRR19064332/SRR19064332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/032/SRR19064332/SRR19064332_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/032/SRR19064332	DP382		
SRR19064333	SAMN28062148	SRX15135783	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP381	DP381_UAB832_S73_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/033/SRR19064333/SRR19064333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/033/SRR19064333/SRR19064333_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/033/SRR19064333	DP381		
SRR19064334	SAMN28062147	SRX15135782	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP380	DP380_UAB832_S72_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/034/SRR19064334/SRR19064334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/034/SRR19064334/SRR19064334_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/034/SRR19064334	DP380		
SRR19064338	SAMN28061676	SRX15135778	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC071	DC071_S279_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/038/SRR19064338/SRR19064338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/038/SRR19064338/SRR19064338_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/038/SRR19064338	DC071		
SRR19064340	SAMN28062142	SRX15135776	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP373	DP373_UAB832_S57_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/040/SRR19064340/SRR19064340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/040/SRR19064340/SRR19064340_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/040/SRR19064340	DP373		
SRR19064341	SAMN28062141	SRX15135775	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP371	DP371_UAB832_S56_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/041/SRR19064341/SRR19064341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/041/SRR19064341/SRR19064341_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/041/SRR19064341	DP371		
SRR19064342	SAMN28062140	SRX15135774	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP369	DP369_UAB832_S55_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/042/SRR19064342/SRR19064342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/042/SRR19064342/SRR19064342_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/042/SRR19064342	DP369		
SRR19064344	SAMN28062138	SRX15135772	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP367	DP367_UAB832_S53_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/044/SRR19064344/SRR19064344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/044/SRR19064344/SRR19064344_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/044/SRR19064344	DP367		
SRR19064347	SAMN28062135	SRX15136246	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP361	DP361_UAB832_S50_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/047/SRR19064347/SRR19064347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/047/SRR19064347/SRR19064347_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/047/SRR19064347	DP361		
SRR19064353	SAMN28062055	SRX15135764	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP260	DP260_S256_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/053/SRR19064353/SRR19064353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/053/SRR19064353/SRR19064353_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/053/SRR19064353	DP260		
SRR19064358	SAMN28062050	SRX15135758	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP253	DP253_S251_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/058/SRR19064358/SRR19064358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/058/SRR19064358/SRR19064358_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/058/SRR19064358	DP253		
SRR19064359	SAMN28062053	SRX15135761	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP256	DP256_S254_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/059/SRR19064359/SRR19064359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/059/SRR19064359/SRR19064359_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/059/SRR19064359	DP256		
SRR19064361	SAMN28062048	SRX15135756	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP250	DP250_S248_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/061/SRR19064361/SRR19064361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/061/SRR19064361/SRR19064361_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/061/SRR19064361	DP250		
SRR19064362	SAMN28062047	SRX15135755	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP249	DP249_S247_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/062/SRR19064362/SRR19064362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/062/SRR19064362/SRR19064362_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/062/SRR19064362	DP249		
SRR19064367	SAMN28062045	SRX15135753	PRJNA834801	408170	human gut metagenome	PRJNA834801	DP245	DP245_S243_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/067/SRR19064367/SRR19064367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/067/SRR19064367/SRR19064367_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/067/SRR19064367	DP245		
SRR19064378	SAMN28061734	SRX15135739	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC149	DC149_S355_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/078/SRR19064378/SRR19064378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/078/SRR19064378/SRR19064378_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/078/SRR19064378	DC149		
SRR19064382	SAMN28061732	SRX15135736	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC147	DC147_S353_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/082/SRR19064382/SRR19064382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/082/SRR19064382/SRR19064382_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/082/SRR19064382	DC147		
SRR19064385	SAMN28061729	SRX15135733	PRJNA834801	408170	human gut metagenome	PRJNA834801	DC140	DC140_S346_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/085/SRR19064385/SRR19064385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/085/SRR19064385/SRR19064385_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/srr/SRR190/085/SRR19064385	DC140		
